word	lemma	pos	freq
star	star	NNP	1559
useful	useful	JJ	1558
funds	fund	NNS	1558
included	include	VBD	1558
feet	foot	NNS	1553
earlier	earlier	RBR	1553
come	come	VBN	1553
take	take	VBP	1553
image	image	NN	1552
office	office	NNP	1549
famous	famous	JJ	1544
hear	hear	VB	1543
land	land	NN	1542
physical	physical	JJ	1541
possibility	possibility	NN	1540
attacks	attack	NNS	1539
king	king	NNP	1538
transcription	transcription	NN	1537
need	need	VB	1537
developed	develop	VBN	1536
defense	defense	NN	1534
active	active	JJ	1532
contains	contain	VBZ	1532
target	target	NN	1530
discussion	discussion	NN	1528
leader	leader	NN	1528
table	table	NN	1528
explain	explain	VB	1526
commission	commission	NNP	1524
variety	variety	NN	1523
executives	executive	NNS	1523
france	france	NNP	1521
features	feature	NNS	1520
prices	price	NNS	1520
chief	chief	JJ	1518
increasing	increase	VBG	1518
career	career	NN	1515
immediately	immediately	RB	1515
details	detail	NNS	1514
move	move	VB	1514
fall	fall	NN	1512
online	online	NN	1512
project	project	NN	1511
london	london	NNP	1511
magazine	magazine	NN	1510
street	street	NN	1507
cover	cover	NN	1506
requirements	requirement	NNS	1504
totally	totally	RB	1503
starr	starr	NNP	1501
committee	committee	NNP	1499
create	create	VB	1498
send	send	VB	1498
seeing	see	VBG	1498
editorial	editorial	NN	1497
comment	comment	NN	1495
song	song	NN	1494
sounds	sound	VBZ	1491
etc	etc	FW	1490
box	box	NN	1490
jones	jone	NNP	1490
supposed	suppose	VBN	1487
western	western	JJ	1485
h	h	NN	1485
intelligence	intelligence	NN	1485
notes	note	NNS	1485
lost	lose	VBN	1485
infection	infection	NN	1483
seem	seem	VB	1482
negative	negative	JJ	1479
starting	start	VBG	1477
held	hold	VBN	1477
museum	museum	NNP	1473
big	big	NNP	1472
movies	movie	NNS	1471
surface	surface	NN	1470
candidate	candidate	NN	1469
park	park	NNP	1469
public	public	NN	1467
units	unit	NNS	1466
continue	continue	VB	1466
basic	basic	JJ	1465
book	book	NNP	1464
search	search	NN	1463
pattern	pattern	NN	1458
solution	solution	NN	1456
twice	twice	RB	1456
therapy	therapy	NN	1455
peace	peace	NN	1454
ratio	ratio	NN	1452
willow	willow	NNP	1452
comparison	comparison	NN	1451
defined	define	VBN	1451
account	account	NN	1450
agreement	agreement	NN	1450
estimated	estimate	VBN	1450
thousands	thousand	NNS	1447
look	look	NN	1446
read	read	VBP	1445
expressed	express	VBN	1444
come	come	VBP	1443
equal	equal	JJ	1441
i	i	NN	1439
strategy	strategy	NN	1439
wes	we	NNP	1439
the	the	UNC	1438
instance	instance	NN	1436
reduce	reduce	VB	1436
absence	absence	NN	1435
currently	currently	RB	1431
beautiful	beautiful	JJ	1429
husband	husband	NN	1429
chinese	chinese	JJ	1427
baby	baby	NN	1427
perfect	perfect	JJ	1426
observed	observe	VBD	1426
smaller	smaller	JJR	1423
message	message	NN	1421
bob	bob	NNP	1419
happened	happen	VBD	1419
patterns	pattern	NNS	1417
sources	source	NNS	1416
hey	hey	NNP	1414
allowed	allow	VBN	1414
daily	daily	JJ	1411
reduced	reduce	VBN	1411
medium	medium	NN	1410
rich	rich	JJ	1409
weekend	weekend	NN	1409
?m	?m	NN	1407
turn	turn	VB	1406
added	add	VBN	1405
bradley	bradley	NNP	1404
avoid	avoid	VB	1404
include	include	VB	1404
win	win	VB	1404
expressed	express	VBD	1404
breast	breast	NN	1402
title	title	NN	1402
favorite	favorite	JJ	1401
probe	probe	NN	1400
fish	fish	NN	1395
material	material	NN	1395
statement	statement	NN	1395
writes	write	VBZ	1395
conserved	conserved	JJ	1394
hospital	hospital	NN	1394
failure	failure	NN	1393
games	game	NNS	1393
agents	agent	NNS	1391
operations	operation	NNS	1390
amino	amino	JJ	1389
antibody	antibody	NN	1389
feel	feel	VB	1389
accounting	accounting	NN	1387
won	win	VBD	1387
measure	measure	NN	1385
tom	tom	NNP	1385
lead	lead	NN	1382
opportunity	opportunity	NN	1382
subjects	subject	NNS	1380
look	look	VBP	1379
floor	floor	NN	1378
note	note	NN	1378
light	light	JJ	1377
guess	guess	VBP	1376
happen	happen	VB	1375
measured	measure	VBN	1375
muscle	muscle	NN	1374
newspapers	newspaper	NNS	1374
international	international	NNP	1372
forward	forward	RB	1370
whereas	wherea	IN	1369
cia	cium	NNP	1369
established	establish	VBN	1369
income	income	NN	1367
spent	spend	VBD	1367
?l	?l	NN	1364
shot	shot	NN	1363
selected	select	VBN	1363
sets	set	NNS	1361
easily	easily	RB	1361
finding	find	VBG	1359
v	v	NNP	1358
successful	successful	JJ	1357
posted	post	VBD	1357
england	england	NNP	1356
subject	subject	JJ	1355
click	click	NNP	1355
debate	debate	NN	1354
sound	sound	NN	1352
figures	figure	NNS	1352
save	save	VB	1352
write	write	VB	1351
firm	firm	NN	1350
appeared	appear	VBD	1349
places	place	NNS	1348
latest	latest	JJS	1347
requires	require	VBZ	1347
data	datum	NN	1345
lewinsky	lewinsky	NNP	1343
use	use	VBP	1343
ready	ready	JJ	1342
functions	function	NNS	1340
moving	move	VBG	1340
male	male	JJ	1339
justice	justice	NNP	1339
simon	simon	NNP	1339
functional	functional	JJ	1338
minute	minute	NN	1338
increase	increase	VB	1338
showing	show	VBG	1337
tumor	tumor	NN	1336
kennedy	kennedy	NNP	1334
movie	movie	NNP	1334
plant	plant	NN	1332
religious	religious	JJ	1329
hold	hold	VB	1328
characters	character	NNS	1326
female	female	JJ	1325
possibly	possibly	RB	1324
leaving	leave	VBG	1323
environment	environment	NN	1322
top	top	NN	1322
led	lead	VBN	1322
pain	pain	NN	1321
eventually	eventually	RB	1321
conservative	conservative	JJ	1319
content	content	NN	1319
options	option	NNS	1318
front	front	JJ	1316
future	future	NN	1316
return	return	NN	1316
connor	connor	NNP	1316
liked	like	VBD	1316
mexico	mexico	NNP	1315
mutations	mutation	NNS	1314
stay	stay	VB	1314
voice	voice	NN	1313
daughter	daughter	NN	1312
giles	gile	NNP	1311
add	add	VB	1311
respect	respect	NN	1309
records	record	NNS	1309
played	play	VBD	1308
via	via	IN	1307
mutant	mutant	JJ	1307
link	link	NN	1307
jobs	job	NNS	1306
temperature	temperature	NN	1305
association	association	NN	1303
reduction	reduction	NN	1302
spending	spending	NN	1302
offers	offer	VBZ	1300
coverage	coverage	NN	1298
degree	degree	NN	1298
born	bear	VBN	1298
september	september	NNP	1296
laws	law	NNS	1296
membrane	membrane	NN	1295
set	set	VBD	1295
deep	deep	JJ	1293
democratic	democratic	JJ	1293
separate	separate	JJ	1293
concentrations	concentration	NNS	1291
presidential	presidential	JJ	1290
internal	internal	JJ	1288
background	background	NN	1287
committee	committee	NN	1287
cycle	cycle	NN	1287
health	health	NNP	1287
created	create	VBN	1287
tree	tree	NN	1286
prudie	prudie	NNP	1286
improve	improve	VB	1282
calling	call	VBG	1282
chicago	chicago	NNP	1280
prior	prior	RB	1280
specifically	specifically	RB	1280
practices	practice	NNS	1279
before	before	RB	1279
wait	wait	VB	1279
included	include	VBN	1279
share	share	NN	1278
fans	fan	NNS	1278
civil	civil	JJ	1275
powerful	powerful	JJ	1275
hit	hit	VBD	1275
boy	boy	NN	1273
measures	measure	NNS	1272
confidence	confidence	NN	1271
onto	onto	IN	1269
vs	v	NNS	1269
contact	contact	NN	1268
editor	editor	NN	1267
association	association	NNP	1267
genomic	genomic	JJ	1266
interaction	interaction	NN	1263
visit	visit	NN	1263
presented	present	VBN	1263
resulting	result	VBG	1262
iraq	iraq	NNP	1261
slightly	slightly	RB	1261
european	european	JJ	1260
named	name	VBN	1260
experimental	experimental	JJ	1258
responses	response	NNS	1257
everybody	everybody	NN	1256
told	tell	VBN	1255
dark	dark	JJ	1253
require	require	VB	1252
feeling	feeling	NN	1250
frequency	frequency	NN	1249
limited	limited	JJ	1248
th-century	th-century	JJ	1247
release	release	NN	1247
commercial	commercial	JJ	1246
decided	decide	VBD	1246
conference	conference	NN	1245
moved	move	VBD	1245
prepared	prepare	VBN	1245
plants	plant	NNS	1244
unique	unique	JJ	1242
election	election	NN	1241
hell	hell	NN	1241
killed	kill	VBN	1241
combination	combination	NN	1238
readers	reader	NNS	1238
audience	audience	NN	1237
changed	change	VBN	1237
hybridization	hybridization	NN	1236
domains	domain	NNS	1236
memory	memory	NN	1235
noted	note	VBD	1235
detected	detect	VBN	1235
green	green	JJ	1234
forces	force	NNS	1234
letters	letter	NNS	1234
german	german	JJ	1233
?	?	NN	1233
bin	bin	NNP	1232
developing	develop	VBG	1230
produced	produce	VBN	1230
candidates	candidate	NNS	1229
pieces	piece	NNS	1229
procedures	procedure	NNS	1229
suggesting	suggest	VBG	1228
molecular	molecular	JJ	1227
adult	adult	NN	1226
insurance	insurance	NN	1226
trip	trip	NN	1226
ideas	idea	NNS	1226
thomas	thoma	NNP	1224
telling	tell	VBG	1224
exposure	exposure	NN	1223
museum	museum	NN	1223
johnson	johnson	NNP	1223
longer	longer	RB	1223
testimony	testimony	NN	1222
mg	mg	NN	1221
russian	russian	JJ	1220
wide	wide	JJ	1220
spot	spot	NN	1219
steps	step	NNS	1219
worse	worse	JJR	1217
hollywood	hollywood	NNP	1216
note	note	VB	1216
v	v	NN	1215
agree	agree	VBP	1215
shall	shall	MD	1214
lsc	lsc	NNP	1213
willing	willing	JJ	1212
lawyer	lawyer	NN	1212
student	student	NN	1212
day	day	NNP	1211
baseball	baseball	NN	1210
writer	writer	NN	1210
brought	bring	VBN	1210
society	society	NN	1209
materials	material	NNS	1209
trouble	trouble	NN	1208
plus	plus	CC	1206
play	play	NN	1206
show	show	VBP	1206
highest	highest	JJS	1204
credit	credit	NN	1204
biggest	biggest	JJS	1203
labor	labor	NN	1203
authority	authority	NN	1202
sent	send	VBD	1202
wish	wish	VBP	1202
prevent	prevent	VB	1201
ad	ad	NN	1198
located	locate	VBN	1198
flow	flow	NN	1197
pairs	pair	NNS	1197
random	random	JJ	1196
color	color	NN	1196
run	run	NN	1196
andrew	andrew	NNP	1196
spanish	spanish	JJ	1194
reading	reading	NN	1194
mark	mark	NNP	1194
camp	camp	NN	1191
generation	generation	NN	1191
regulation	regulation	NN	1191
thinks	think	VBZ	1191
gift	gift	NN	1190
sen	sen	NNP	1190
views	view	NNS	1190
early	early	RB	1190
talk	talk	VB	1190
feature	feature	NN	1188
fully	fully	RB	1187
asked	ask	VBN	1187
ph	ph	NN	1186
sign	sign	NN	1185
regular	regular	JJ	1184
crime	crime	NN	1184
january	january	NNP	1184
japan	japan	NNP	1184
republican	republican	NNP	1184
examples	example	NNS	1184
assay	assay	NN	1182
buildings	building	NNS	1182
jewish	jewish	JJ	1181
planning	planning	NN	1181
store	store	NN	1181
lots	lot	NNS	1181
http	http	NN	1180
sections	section	NNS	1180
enough	enough	JJ	1179
bed	bed	NN	1179
screen	screen	NN	1179
biological	biological	JJ	1178
fourth	fourth	JJ	1178
clones	clone	NNS	1178
herself	herself	PRP	1178
develop	develop	VB	1178
imagine	imagine	VB	1178
goal	goal	NN	1176
net	net	JJ	1175
statistical	statistical	JJ	1175
player	player	NN	1175
produce	produce	VB	1175
kept	keep	VBD	1175
providing	provide	VBG	1175
purpose	purpose	NN	1174
learn	learn	VB	1174
estimates	estimate	NNS	1173
fell	fall	VBD	1171
start	start	NN	1170
lee	lee	NNP	1169
km	km	NN	1168
charges	charge	NNS	1168
structures	structure	NNS	1168
paid	pay	VBN	1168
mass	mass	NN	1167
loved	love	VBD	1167
obvious	obvious	JJ	1166
official	official	NN	1166
jan	jan	NNP	1166
largely	largely	RB	1166
republican	republican	JJ	1165
serve	serve	VB	1165
demand	demand	NN	1164
help	help	NN	1164
subject	subject	NN	1164
score	score	NN	1163
the	the	NNP	1163
argument	argument	NN	1162
buffer	buffer	NN	1162
similarly	similarly	RB	1162
spend	spend	VB	1162
support	support	VB	1161
mom	mom	NN	1160
cultural	cultural	JJ	1159
markets	market	NNS	1159
forms	form	NNS	1158
put	put	VBP	1158
ensure	ensure	VB	1157
met	meet	VBD	1156
school	school	NNP	1155
database	database	NN	1152
opinion	opinion	NN	1152
rock	rock	NN	1152
receptors	receptor	NNS	1152
mean	mean	NN	1151
mine	mine	NN	1151
oil	oil	NN	1151
turns	turn	VBZ	1151
xander	xander	NNP	1150
wall	wall	NN	1149
sports	sport	NNS	1149
vote	vote	NN	1148
advantage	advantage	NN	1147
distance	distance	NN	1147
dollars	dollar	NNS	1147
procedure	procedure	NN	1146
k	k	NN	1145
variation	variation	NN	1145
life	life	NNP	1144
brown	brown	NNP	1143
error	error	NN	1141
co	co	NNP	1141
israeli	israeli	JJ	1139
ll	ll	NN	1139
art	art	NNP	1139
antibodies	antibody	NNS	1139
soul	soul	NN	1138
actions	action	NNS	1138
generated	generate	VBN	1138
band	band	NN	1134
cause	cause	NN	1134
turn	turn	NN	1134
iii	iius	NNP	1133
suggested	suggest	VBD	1132
percentage	percentage	NN	1129
cut	cut	VB	1129
inc	inc	NNP	1126
further	further	RB	1126
cause	cause	VB	1126
animal	animal	NN	1125
attempt	attempt	NN	1124
movement	movement	NN	1124
truth	truth	NN	1123
global	global	JJ	1121
file	file	NN	1121
safety	safety	NN	1121
florida	florida	NNP	1121
operation	operation	NN	1119
ladin	ladin	NNP	1119
criteria	criterion	NNS	1119
entirely	entirely	RB	1119
sell	sell	VB	1118
asking	ask	VBG	1118
experiment	experiment	NN	1117
taxes	tax	NNS	1117
affected	affect	VBN	1117
eye	eye	NN	1116
girls	girl	NNS	1116
contract	contract	NN	1115
participants	participant	NNS	1115
ancient	ancient	JJ	1114
appear	appear	VB	1114
manager	manager	NN	1113
russia	russium	NNP	1113
story	story	NNP	1113
decisions	decision	NNS	1113
eat	eat	VB	1113
okay	okay	UH	1112
wild	wild	JJ	1110
understanding	understanding	NN	1110
reality	reality	NN	1108
charge	charge	NN	1107
grown	grow	VBN	1107
becomes	become	VBZ	1106
terminal	terminal	NN	1104
ahead	ahead	RB	1104
cool	cool	VB	1104
august	august	NNP	1103
putting	put	VBG	1103
sister	sister	NN	1102
authors	author	NNS	1102
protect	protect	VB	1102
agent	agent	NN	1101
calculated	calculate	VBN	1101
relevant	relevant	JJ	1100
pair	pair	NN	1099
county	county	NNP	1099
decades	decade	NNS	1098
tested	test	VBN	1098
worst	worst	JJS	1097
chairman	chairman	NN	1097
positions	position	NNS	1097
essential	essential	JJ	1096
obviously	obviously	RB	1096
plays	play	VBZ	1095
fashion	fashion	NN	1094
threat	threat	NN	1093
tonight	tonight	NN	1093
strains	strain	NNS	1092
regulatory	regulatory	JJ	1091
uses	usee	VBZ	1091
law	law	NNP	1090
visitors	visitor	NNS	1090
category	category	NN	1088
context	context	NN	1088
hundreds	hundred	NNS	1087
begin	begin	VB	1087
agreed	agree	VBD	1087
kinase	kinase	NN	1086
build	build	VB	1086
follow	follow	VB	1086
alcohol	alcohol	NN	1085
extent	extent	NN	1085
virus	virus	NN	1085
corresponding	corresponding	JJ	1084
paris	pari	NNP	1084
charles	charle	NNP	1082
damage	damage	NN	1081
coast	coast	NN	1080
mission	mission	NN	1080
mary	mary	NNP	1080
sitting	sit	VBG	1080
fear	fear	NN	1079
round	round	NN	1079
interests	interest	NNS	1079
pages	page	NNS	1079
weapons	weapon	NNS	1079
policies	policy	NNS	1078
professional	professional	JJ	1076
construction	construction	NN	1076
blue	blue	JJ	1075
move	move	NN	1075
monica	monica	NNP	1075
address	address	VB	1075
reform	reform	NN	1074
claims	claim	NNS	1074
thought	think	VBN	1074
responsibility	responsibility	NN	1073
dinner	dinner	NN	1072
location	location	NN	1072
nobody	nobody	NN	1070
earlier	earlier	JJR	1069
literature	literature	NN	1069
information	information	NNP	1069
smith	smith	NNP	1069
concern	concern	NN	1068
latin	latin	NNP	1068
remaining	remain	VBG	1068
cellular	cellular	JJ	1067
vitro	vitro	NN	1067
documents	document	NNS	1067
interactions	interaction	NNS	1067
incubated	incubated	JJ	1066
competition	competition	NN	1066
mccain	mccain	NNP	1066
applied	apply	VBN	1066
reached	reach	VBN	1066
chromosome	chromosome	NN	1065
direction	direction	NN	1065
emergency	emergency	NN	1065
plot	plot	NN	1065
derived	derive	VBN	1065
justice	justice	NN	1063
constitution	constitution	NNP	1063
pbs	pb	NNP	1063
close	close	RB	1062
cold	cold	JJ	1061
transcripts	transcript	NNS	1061
distinct	distinct	JJ	1060
gunn	gunn	NNP	1059
failed	fail	VBD	1058
houses	house	NNS	1056
missing	miss	VBG	1056
writers	writer	NNS	1055
led	lead	VBD	1055
interested	interested	JJ	1053
ball	ball	NN	1053
continued	continue	VBD	1053
experts	expert	NNS	1051
act	act	NN	1050
microarray	microarray	NN	1050
sea	sea	NN	1050
institute	institute	NNP	1050
ran	run	VBD	1050
bacteria	bacteria	NNS	1049
half	half	PDT	1049
importance	importance	NN	1048
santa	santa	NNP	1048
teams	team	NNS	1048
intervention	intervention	NN	1047
items	item	NNS	1047
core	core	NN	1045
serum	serum	NN	1045
ra	ra	NNP	1045
acids	acid	NNS	1045
increasingly	increasingly	RB	1045
somewhat	somewhat	RB	1045
f	f	NNP	1044
management	management	NNP	1044
identity	identity	NN	1043
happens	happen	VBZ	1043
unlike	unlike	IN	1042
index	index	NN	1042
suddenly	suddenly	RB	1042
condition	condition	NN	1041
foot	foot	NN	1041
property	property	NN	1041
tend	tend	VBP	1041
social	social	NNP	1040
connection	connection	NN	1039
conversation	conversation	NN	1039
party	party	NNP	1039
contributions	contribution	NNS	1039
hate	hate	VBP	1039
greatest	greatest	JJS	1038
brother	brother	NN	1038
video	video	NN	1037
concerns	concern	NNS	1037
funding	funding	NN	1036
park	park	NN	1036
thank	thank	VB	1036
excellent	excellent	JJ	1034
lung	lung	NN	1034
domestic	domestic	JJ	1033
science	science	NN	1032
researchers	researcher	NNS	1032
waiting	wait	VBG	1032
influence	influence	NN	1031
manner	manner	NN	1031
classes	class	NNS	1030
collected	collect	VBN	1030
coffee	coffee	NN	1029
newspaper	newspaper	NN	1028
christmas	christma	NNP	1028
helped	help	VBD	1028
signaling	signal	VBG	1028
screening	screening	NN	1027
widely	widely	RB	1027
mechanism	mechanism	NN	1026
brought	bring	VBD	1025
increases	increase	NNS	1024
fight	fight	NN	1023
proposal	proposal	NN	1023
quarter	quarter	NN	1023
skills	skill	NNS	1023
radio	radio	NN	1022
jesse	jesse	NNP	1021
managers	manager	NNS	1021
environmental	environmental	JJ	1020
sensitive	sensitive	JJ	1020
array	array	NN	1020
flight	flight	NN	1019
remain	remain	VB	1018
tells	tell	VBZ	1017
formation	formation	NN	1015
trees	tree	NNS	1015
typically	typically	RB	1015
challenge	challenge	NN	1014
usat	usat	NNP	1014
customers	customer	NNS	1014
reach	reach	VB	1014
skin	skin	NN	1013
germany	germany	NNP	1013
address	address	NN	1012
fast	fast	RB	1012
frequently	frequently	RB	1012
mortality	mortality	NN	1011
streets	street	NNS	1011
needed	need	VBD	1011
regarding	regard	VBG	1011
cluster	cluster	NN	1010
ice	ice	NN	1010
wesley	wesley	NNP	1010
apparent	apparent	JJ	1009
moral	moral	JJ	1008
testing	testing	NN	1008
britain	britain	NNP	1008
residents	resident	NNS	1008
allows	allow	VBZ	1008
secondary	secondary	JJ	1007
